,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,acc
378,0.58,0.35,0.8,8.93,8.57,2.62,1.0482843125793688
379,0.58,0.34,0.8,10.3,8.93,2.87,1.0449880382090506
380,0.57,0.33,0.8,12.2,9.21,2.8,1.036243214694311
381,0.58,0.32,0.81,13.29,9.63,2.38,1.0463746938836012
382,0.57,0.33,0.82,13.66,8.84,1.92,1.0517604289951206
383,0.56,0.33,0.82,13.51,7.41,0.76,1.0463746938836012
384,0.54,0.33,0.84,12.2,5.34,-0.3,1.0517128885774862
385,0.55,0.33,0.83,11.65,5.27,-1.49,1.048951857808546
386,0.54,0.33,0.84,9.91,3.84,-2.5,1.0517128885774862
387,0.53,0.33,0.83,9.3,1.49,-3.14,1.03860483341837
388,0.55,0.33,0.83,7.2,0.98,-4.39,1.048951857808546
389,0.55,0.32,0.84,6.04,0.15,-5.3,1.0538026380684384
390,0.56,0.31,0.83,5.58,0.18,-6.34,1.0481412118603104
391,0.56,0.31,0.83,4.91,0.18,-7.44,1.0481412118603104
392,0.56,0.32,0.83,4.51,0.61,-7.93,1.051142235855833
393,0.56,0.32,0.83,4.33,0.52,-8.57,1.051142235855833
394,0.56,0.32,0.83,4.42,0.73,-8.96,1.051142235855833
395,0.56,0.32,0.84,4.24,0.58,-9.3,1.0590561835898982
396,0.56,0.33,0.83,4.27,0.76,-9.27,1.054229576515476
397,0.56,0.33,0.83,4.7,1.04,-9.82,1.054229576515476
398,0.57,0.33,0.82,4.39,1.37,-10.27,1.0517604289951206
399,0.57,0.34,0.82,5.09,1.86,-10.46,1.0549407566304374
400,0.56,0.35,0.82,5.09,2.41,-10.67,1.052853266129711
401,0.58,0.35,0.81,6.07,3.78,-9.48,1.055935604097144
402,0.58,0.36,0.81,6.4,5.18,-8.66,1.059292216529509
403,0.58,0.36,0.81,7.01,6.86,-8.32,1.059292216529509
404,0.59,0.37,0.8,7.53,7.8,-8.05,1.0606601717798212
405,0.58,0.37,0.8,7.84,7.8,-8.54,1.0551303237041385
406,0.57,0.38,0.8,8.35,8.26,-7.74,1.0532331175955303
407,0.57,0.4,0.8,8.81,8.45,-6.98,1.0606130302801302
408,0.57,0.41,0.8,8.72,8.96,-6.25,1.0644247272588137
409,0.56,0.41,0.79,9.18,8.63,-5.4,1.051570254429061
410,0.58,0.41,0.79,9.57,8.6,-4.33,1.0623558725775464
411,0.56,0.43,0.79,10.52,7.07,-5.03,1.0595281968876527
412,0.55,0.42,0.81,9.88,5.46,-5.21,1.065363787633126
413,0.55,0.41,0.8,9.63,6.1,-3.26,1.0538500842150178
414,0.55,0.42,0.8,8.84,4.66,-2.65,1.0577806956075537
415,0.55,0.41,0.8,8.72,3.93,-2.8,1.0538500842150178
416,0.57,0.42,0.8,8.45,3.6,-2.93,1.0683164325236227
417,0.57,0.42,0.8,7.47,2.68,-3.51,1.0683164325236227
418,0.58,0.42,0.8,6.04,2.26,-4.05,1.0736852425175638
419,0.58,0.42,0.8,4.91,2.16,-4.91,1.0736852425175638
420,0.58,0.41,0.81,3.75,2.29,-5.3,1.0773114684249863
421,0.59,0.41,0.81,2.59,2.47,-5.88,1.082728036027515
422,0.58,0.41,0.82,1.92,2.35,-6.19,1.0848502200764858
423,0.58,0.41,0.82,0.82,2.53,-6.68,1.0848502200764858
424,0.59,0.4,0.82,-0.06,2.68,-6.52,1.0865081684000355
425,0.58,0.4,0.82,-0.46,2.59,-6.62,1.0811105401391663
426,0.58,0.39,0.82,-0.46,3.11,-6.59,1.0774506949276146
427,0.58,0.39,0.83,-0.43,3.41,-6.22,1.085080642164443
428,0.58,0.39,0.84,-0.06,3.78,-5.64,1.092748827498799
429,0.57,0.39,0.83,0.24,3.81,-4.91,1.0797684937059424
430,0.57,0.39,0.84,0.98,4.3,-3.9,1.0874741376235115
431,0.57,0.39,0.84,1.65,4.09,-3.26,1.0874741376235115
432,0.56,0.38,0.84,2.53,4.15,-2.38,1.078702924812944
433,0.57,0.38,0.84,3.75,4.27,-1.43,1.0839280418920805
434,0.55,0.38,0.86,4.97,4.12,-0.46,1.0892658077806354
435,0.55,0.38,0.85,6.1,3.69,0.91,1.081387996974259
436,0.55,0.38,0.86,7.41,3.26,2.44,1.0892658077806354
437,0.55,0.38,0.86,8.78,2.56,3.02,1.0892658077806354
438,0.55,0.37,0.86,10.03,1.95,3.63,1.0858176642512314
439,0.55,0.37,0.87,10.58,1.34,3.99,1.0937549999885714
440,0.56,0.37,0.86,11.25,0.34,4.09,1.0909170454255448
441,0.55,0.37,0.85,11.37,-0.88,3.93,1.0779146533933008
442,0.56,0.38,0.85,11.34,-1.71,3.57,1.0865081684000355
443,0.55,0.38,0.84,10.76,-2.62,3.75,1.0735455276791943
444,0.56,0.38,0.85,9.85,-3.75,3.11,1.0865081684000355
445,0.57,0.38,0.85,8.75,-4.39,2.13,1.0916959283610064
446,0.58,0.38,0.84,7.53,-4.97,1.31,1.0892199043352082
447,0.58,0.37,0.83,6.92,-5.15,0.24,1.0780538019969133
448,0.58,0.37,0.82,5.67,-5.15,-0.85,1.0703737664946762
449,0.59,0.37,0.82,4.88,-5.52,-1.65,1.0758252646224664
450,0.59,0.38,0.81,4.12,-5.18,-2.59,1.0717275773255068
451,0.59,0.38,0.81,3.6,-4.7,-2.96,1.0717275773255068
452,0.59,0.38,0.8,3.11,-4.02,-3.35,1.0641898326896382
453,0.59,0.38,0.8,2.29,-2.87,-3.66,1.0641898326896382
454,0.6,0.38,0.8,2.26,-1.86,-3.78,1.0697663296253066
455,0.6,0.39,0.8,2.26,-1.04,-4.3,1.0733592129385205
456,0.6,0.39,0.8,2.9,0.15,-4.66,1.0733592129385205
457,0.59,0.39,0.8,2.74,1.01,-4.05,1.0678014796768172
458,0.58,0.39,0.8,2.71,1.74,-3.2,1.0623088063270492
459,0.58,0.39,0.81,2.87,2.2,-2.26,1.0698598038995577
460,0.58,0.38,0.81,3.38,2.59,-1.55,1.066255128944288
461,0.57,0.38,0.82,4.51,2.59,-1.1,1.0685036265731622
462,0.57,0.37,0.82,5.4,2.04,-0.64,1.0649882628461216
463,0.57,0.37,0.83,6.04,1.8,-0.03,1.072706856508338
464,0.56,0.37,0.83,6.83,1.01,0.21,1.0674268124794317
465,0.56,0.37,0.83,7.59,0.76,0.3,1.0674268124794317
466,0.56,0.37,0.83,8.05,-0.09,0.88,1.0674268124794317
467,0.56,0.37,0.84,8.29,-1.01,1.13,1.0752209075348191
468,0.57,0.37,0.83,8.17,-1.83,0.82,1.072706856508338
469,0.57,0.38,0.82,8.26,-2.84,0.76,1.0685036265731622
470,0.57,0.39,0.82,7.35,-3.05,0.55,1.072100741535048
471,0.57,0.39,0.82,6.31,-3.78,-0.21,1.072100741535048
472,0.57,0.38,0.81,5.76,-3.63,-0.49,1.060848716830067
473,0.58,0.38,0.8,4.54,-3.17,-1.01,1.0586784214292837
474,0.58,0.39,0.8,2.96,-3.2,-1.34,1.0623088063270492
475,0.58,0.39,0.8,1.86,-3.26,-2.35,1.0623088063270492
476,0.58,0.38,0.8,1.59,-3.23,-2.8,1.0586784214292837
477,0.58,0.38,0.81,0.03,-3.02,-2.59,1.066255128944288
478,0.57,0.38,0.8,-0.43,-3.38,-2.8,1.0532331175955303
479,0.59,0.37,0.8,-0.43,-1.52,-3.48,1.0606601717798212
480,0.59,0.37,0.79,-0.98,-1.1,-3.48,1.0531381675734672
481,0.59,0.37,0.8,-1.19,-0.12,-3.57,1.0606601717798212
482,0.59,0.37,0.8,-0.61,0.46,-3.29,1.0606601717798212
483,0.58,0.37,0.79,-0.37,1.28,-3.35,1.0475686135046238
484,0.59,0.37,0.79,0.09,1.86,-3.45,1.0531381675734672
485,0.59,0.37,0.79,-0.24,2.44,-3.69,1.0531381675734672
486,0.58,0.37,0.8,0.12,2.77,-3.6,1.0551303237041385
487,0.57,0.38,0.8,0.52,2.84,-3.54,1.0532331175955303
488,0.57,0.37,0.81,1.37,2.47,-3.69,1.0573079021741965
489,0.57,0.37,0.81,1.16,2.47,-3.02,1.0573079021741965
490,0.56,0.37,0.81,0.85,2.65,-2.32,1.0519505691808908
491,0.57,0.37,0.81,1.19,2.16,-2.01,1.0573079021741965
492,0.57,0.36,0.8,1.8,2.13,-1.68,1.0461835403025608
493,0.57,0.37,0.8,2.1,1.83,-1.68,1.0496666137398103
494,0.57,0.36,0.81,2.47,1.25,-1.43,1.0538500842150178
495,0.57,0.36,0.81,2.9,0.64,-1.49,1.0538500842150178
496,0.58,0.36,0.8,3.38,0.34,-1.31,1.0516653460107925
497,0.58,0.36,0.8,3.87,0.15,-1.28,1.0516653460107925
498,0.58,0.37,0.8,3.48,-0.58,-1.07,1.0551303237041385
499,0.58,0.36,0.79,4.27,-0.82,-1.28,1.0440785411069418
500,0.58,0.37,0.8,4.48,-0.73,-1.28,1.0551303237041385
501,0.58,0.37,0.8,4.76,-1.16,-1.37,1.0551303237041385
502,0.57,0.38,0.8,4.79,-1.01,-1.37,1.0532331175955303
503,0.58,0.38,0.8,4.76,-1.46,-1.52,1.0586784214292837
504,0.58,0.38,0.79,4.42,-1.68,-2.04,1.0511422358558333
505,0.58,0.37,0.79,3.69,-1.34,-2.9,1.0475686135046238
506,0.58,0.37,0.79,3.72,-1.04,-3.11,1.0475686135046238
507,0.58,0.37,0.8,2.96,-1.01,-3.51,1.0551303237041385
508,0.59,0.37,0.8,2.87,-0.85,-3.99,1.0606601717798212
509,0.58,0.37,0.8,2.65,-1.13,-4.18,1.0551303237041385
510,0.57,0.37,0.8,2.44,-1.04,-4.7,1.0496666137398103
511,0.57,0.37,0.8,1.86,-1.25,-5.03,1.0496666137398103
512,0.58,0.37,0.81,1.8,-1.34,-5.52,1.0627323275406653
513,0.56,0.37,0.8,1.65,-1.43,-5.73,1.044270080008041
514,0.58,0.37,0.8,2.04,-1.89,-5.91,1.0551303237041385
515,0.56,0.38,0.82,2.8,-2.07,-6.16,1.063202708800161
516,0.55,0.39,0.81,2.87,-1.86,-6.07,1.0538975282255862
517,0.55,0.39,0.82,3.05,-1.86,-5.88,1.0616025621672172
518,0.55,0.38,0.82,3.69,-2.07,-5.82,1.0579697538209683
519,0.55,0.39,0.82,3.78,-2.2,-5.34,1.0616025621672172
520,0.55,0.39,0.81,4.66,-2.2,-4.97,1.0538975282255862
521,0.55,0.38,0.81,5.0,-2.56,-4.91,1.05023806824929
522,0.56,0.39,0.81,5.4,-2.96,-4.57,1.0591506030777682
523,0.56,0.38,0.82,5.64,-2.96,-4.33,1.063202708800161
524,0.56,0.38,0.81,6.01,-3.93,-3.96,1.0555093557141026
525,0.56,0.39,0.82,6.59,-4.36,-3.87,1.0668176976409793
526,0.56,0.38,0.81,7.01,-4.45,-3.29,1.0555093557141026
527,0.57,0.38,0.82,7.2,-4.7,-2.87,1.0685036265731622
528,0.57,0.37,0.81,7.8,-4.85,-3.08,1.0573079021741965
529,0.58,0.37,0.81,8.29,-4.85,-2.8,1.0627323275406653
530,0.58,0.37,0.8,8.57,-4.79,-3.32,1.0551303237041385
531,0.58,0.37,0.8,8.78,-4.36,-3.93,1.0551303237041385
532,0.59,0.37,0.79,8.99,-3.93,-4.09,1.0531381675734672
533,0.59,0.37,0.79,8.99,-3.66,-4.6,1.0531381675734672
534,0.58,0.37,0.8,9.45,-3.66,-4.88,1.0551303237041385
535,0.59,0.38,0.79,8.84,-3.51,-5.0,1.0566929544574433
536,0.59,0.38,0.79,8.72,-3.6,-5.3,1.0566929544574433
537,0.59,0.38,0.79,8.32,-3.35,-5.85,1.0566929544574433
538,0.59,0.38,0.79,7.8,-3.32,-6.07,1.0566929544574433
539,0.59,0.39,0.79,7.26,-2.47,-6.43,1.0603301372685774
540,0.58,0.4,0.79,6.92,-2.13,-6.25,1.058536725862641
541,0.58,0.39,0.79,6.07,-1.86,-6.83,1.0547985589675406
542,0.59,0.39,0.79,5.15,-1.46,-7.23,1.0603301372685774
543,0.58,0.4,0.79,4.48,-1.43,-7.9,1.058536725862641
544,0.58,0.4,0.79,3.38,-1.07,-7.41,1.058536725862641
545,0.58,0.4,0.79,2.93,-1.01,-7.5,1.058536725862641
546,0.58,0.4,0.8,2.16,-0.4,-7.35,1.0660206376989143
547,0.58,0.4,0.8,2.16,-0.27,-7.38,1.0660206376989143
548,0.58,0.39,0.81,1.62,0.18,-7.38,1.0698598038995577
549,0.58,0.4,0.8,1.34,0.06,-7.2,1.0660206376989143
550,0.58,0.38,0.81,1.65,0.12,-7.1,1.066255128944288
551,0.57,0.39,0.81,1.86,0.27,-6.8,1.0644716999526105
552,0.58,0.39,0.81,2.59,0.49,-6.62,1.0698598038995577
553,0.57,0.38,0.81,2.93,0.21,-6.52,1.060848716830067
554,0.57,0.38,0.81,3.96,0.18,-5.95,1.060848716830067
555,0.57,0.38,0.81,4.57,0.12,-5.24,1.060848716830067
556,0.57,0.38,0.81,5.43,-0.12,-5.06,1.060848716830067
557,0.56,0.38,0.81,6.74,-0.52,-4.02,1.0555093557141026
558,0.56,0.38,0.81,7.44,-1.19,-3.84,1.0555093557141026
559,0.57,0.38,0.81,8.63,-1.37,-3.32,1.060848716830067
560,0.57,0.38,0.8,9.36,-1.65,-3.14,1.0532331175955303
561,0.59,0.39,0.8,10.0,-1.19,-2.84,1.0678014796768172
562,0.59,0.39,0.78,10.49,-0.91,-2.23,1.0529007550571896
563,0.59,0.4,0.78,10.82,0.27,-2.68,1.0566456359631644
564,0.59,0.39,0.78,10.73,0.55,-2.04,1.0529007550571896
565,0.59,0.4,0.76,10.37,1.1,-2.23,1.0419692893746917
566,0.6,0.4,0.77,9.88,2.1,-2.47,1.0549407566304376
567,0.6,0.41,0.76,9.33,2.65,-2.59,1.05152270541344
568,0.6,0.41,0.76,8.48,3.32,-2.62,1.05152270541344
569,0.61,0.41,0.76,7.84,3.87,-3.11,1.0572606112023657
570,0.61,0.41,0.77,7.32,4.51,-3.45,1.0644716999526103
571,0.61,0.42,0.77,6.22,5.0,-3.99,1.068363234110946
572,0.61,0.41,0.77,5.7,5.34,-4.36,1.0644716999526103
573,0.61,0.41,0.77,4.94,5.85,-5.06,1.0644716999526103
574,0.61,0.41,0.77,4.12,5.58,-5.79,1.0644716999526103
575,0.61,0.4,0.77,3.38,5.76,-6.25,1.0606601717798212
576,0.61,0.4,0.77,2.65,5.88,-8.11,1.0606601717798212
577,0.61,0.41,0.78,2.32,6.49,-8.69,1.0717275773255068
578,0.61,0.42,0.77,1.46,6.46,-8.72,1.068363234110946
579,0.6,0.42,0.77,0.4,7.26,-9.18,1.06268527796333
580,0.6,0.42,0.77,0.21,7.84,-8.96,1.06268527796333
581,0.59,0.42,0.78,-0.12,8.41,-8.84,1.064377752492037
582,0.59,0.42,0.78,-0.34,8.32,-8.9,1.064377752492037
583,0.59,0.42,0.79,-0.24,8.35,-8.14,1.0717275773255068
584,0.58,0.42,0.78,-0.03,8.14,-8.14,1.058867319355924
585,0.58,0.42,0.8,0.55,8.08,-7.59,1.0736852425175638
586,0.58,0.41,0.8,1.46,8.23,-7.38,1.0698130677833395
587,0.58,0.42,0.81,2.16,8.17,-6.95,1.0811567878897121
588,0.57,0.42,0.8,2.93,7.99,-6.25,1.0683164325236227
589,0.57,0.41,0.81,3.78,7.68,-5.61,1.0719608201795436
590,0.56,0.42,0.82,4.63,7.41,-4.79,1.0781465577554843
591,0.56,0.42,0.82,5.3,7.16,-3.54,1.0781465577554843
592,0.56,0.43,0.82,6.1,6.95,-3.11,1.082081327812286
593,0.56,0.42,0.82,6.68,6.52,-2.16,1.0781465577554843
594,0.56,0.42,0.82,7.35,6.31,-1.52,1.0781465577554843
595,0.57,0.42,0.82,8.05,6.49,-1.19,1.0833743581975714
596,0.57,0.42,0.81,8.48,6.74,-0.52,1.0758252646224664
597,0.57,0.42,0.81,8.9,6.68,-0.03,1.0758252646224664
598,0.57,0.42,0.81,9.42,6.74,0.18,1.0758252646224664
599,0.57,0.42,0.81,9.63,6.98,0.46,1.0758252646224664
600,0.57,0.43,0.81,9.6,7.1,0.85,1.0797684937059426
601,0.58,0.43,0.81,9.42,7.16,1.31,1.085080642164443
602,0.57,0.44,0.8,9.15,7.68,1.22,1.0763363786474933
603,0.57,0.44,0.8,8.75,7.47,1.31,1.0763363786474933
604,0.57,0.45,0.8,7.59,7.23,1.37,1.0804628637764466
605,0.57,0.44,0.81,6.68,6.8,1.22,1.083789647487002
606,0.57,0.45,0.81,5.58,6.43,0.46,1.0878878618681247
607,0.58,0.44,0.81,4.21,5.79,0.73,1.0890821823902914
608,0.57,0.43,0.82,3.57,5.18,0.18,1.0872902096496593
609,0.57,0.43,0.82,2.59,5.21,-0.37,1.0872902096496593
610,0.57,0.42,0.82,1.98,4.79,-0.58,1.0833743581975714
611,0.56,0.42,0.82,1.77,4.57,-0.76,1.0781465577554843
612,0.57,0.42,0.82,1.22,4.48,-0.73,1.0833743581975714
613,0.56,0.41,0.83,1.59,3.81,-1.19,1.081942697188719
614,0.58,0.4,0.83,1.62,3.93,-1.25,1.0887148386974432
615,0.56,0.4,0.83,1.86,3.38,-1.25,1.0781929326423914
616,0.56,0.4,0.83,2.56,3.23,-1.16,1.0781929326423914
617,0.56,0.4,0.82,3.11,3.14,-1.22,1.0705138952858109
618,0.55,0.4,0.82,3.51,2.77,-0.98,1.0653168542738822
619,0.55,0.4,0.83,4.51,2.56,-0.4,1.0730330842988953
620,0.54,0.4,0.84,5.03,2.5,0.06,1.0757323087088162
621,0.55,0.41,0.84,5.95,2.32,0.52,1.0845275469069469
622,0.54,0.41,0.84,6.89,2.04,0.95,1.0794906206169648
623,0.54,0.41,0.83,7.74,1.65,1.49,1.0717275773255068
624,0.53,0.41,0.83,8.26,1.59,2.29,1.0667239567948215
625,0.54,0.41,0.84,9.79,1.07,3.08,1.0794906206169648
626,0.54,0.41,0.84,10.85,0.91,3.84,1.0794906206169648
627,0.54,0.41,0.83,11.4,0.55,4.36,1.0717275773255068
628,0.54,0.41,0.83,12.26,0.58,5.12,1.0717275773255068
629,0.54,0.41,0.83,12.9,0.12,5.27,1.0717275773255068
630,0.54,0.41,0.83,13.41,0.0,5.27,1.0717275773255068
631,0.54,0.41,0.83,13.84,-0.24,5.21,1.0717275773255068
632,0.54,0.41,0.83,14.36,-0.37,5.12,1.0717275773255068
633,0.54,0.42,0.83,14.54,-0.91,4.82,1.075592859775482
634,0.54,0.41,0.82,14.36,-0.95,5.27,1.0640018796975876
635,0.54,0.41,0.82,13.9,-0.7,6.04,1.0640018796975876
636,0.53,0.42,0.82,13.11,-0.79,5.76,1.0628734637763801
637,0.55,0.42,0.81,12.01,-0.98,5.21,1.065363787633126
638,0.55,0.42,0.8,10.64,-0.98,4.48,1.0577806956075537
639,0.55,0.42,0.8,9.51,-0.91,3.26,1.0577806956075537
640,0.56,0.42,0.8,7.87,-0.85,2.68,1.063014581273465
641,0.57,0.42,0.8,6.19,-0.85,1.77,1.0683164325236227
642,0.57,0.41,0.79,4.79,-0.3,0.34,1.056929515152264
643,0.58,0.41,0.79,3.35,0.37,-0.88,1.0623558725775464
644,0.58,0.41,0.79,2.2,1.04,-1.83,1.0623558725775464
645,0.57,0.4,0.79,1.49,1.4,-2.59,1.0530906893520615
646,0.57,0.4,0.79,0.7,1.65,-3.57,1.0530906893520615
647,0.57,0.4,0.78,0.43,2.04,-4.51,1.045609869884557
648,0.56,0.4,0.79,0.21,2.38,-4.97,1.0477117924314874
649,0.56,0.4,0.8,-0.12,2.26,-5.4,1.0552724766618335
650,0.56,0.41,0.8,0.37,2.74,-5.21,1.059103394386025
651,0.55,0.41,0.81,0.52,2.77,-4.91,1.061461256947233
652,0.55,0.41,0.81,1.13,2.74,-4.21,1.061461256947233
653,0.55,0.41,0.81,2.13,2.87,-3.63,1.061461256947233
654,0.55,0.41,0.81,2.99,3.08,-3.23,1.061461256947233
655,0.54,0.41,0.82,3.81,2.71,-2.35,1.0640018796975876
656,0.54,0.41,0.81,5.06,3.05,-1.55,1.0563143471523995
657,0.54,0.42,0.81,6.07,2.8,-0.18,1.0602358228243376
658,0.54,0.42,0.82,6.92,2.65,0.24,1.0678951259369995
659,0.55,0.42,0.82,7.23,2.59,1.01,1.0729864864013898
660,0.54,0.42,0.82,7.84,2.71,1.74,1.0678951259369995
661,0.55,0.42,0.81,8.78,2.32,2.32,1.065363787633126
662,0.55,0.42,0.82,9.02,2.26,2.26,1.0729864864013898
663,0.55,0.42,0.81,9.36,2.16,2.07,1.065363787633126
664,0.55,0.42,0.81,10.03,1.74,2.32,1.065363787633126
665,0.55,0.42,0.8,10.03,1.71,2.16,1.0577806956075537
666,0.55,0.42,0.8,9.85,1.55,2.32,1.0577806956075537
667,0.56,0.43,0.8,9.6,1.22,2.2,1.0670051546267245
668,0.56,0.44,0.79,9.12,1.1,2.32,1.0636258740741502
669,0.56,0.44,0.79,8.2,1.34,1.95,1.0636258740741502
670,0.56,0.43,0.8,7.62,1.37,1.89,1.0670051546267245
671,0.56,0.43,0.79,6.86,1.37,2.29,1.0595281968876527
672,0.56,0.44,0.79,6.16,1.34,1.92,1.0636258740741502
673,0.57,0.43,0.79,5.76,1.07,1.71,1.0648474069086145
674,0.57,0.43,0.79,4.76,1.46,1.07,1.0648474069086145
675,0.57,0.43,0.79,4.15,1.59,0.46,1.0648474069086145
676,0.58,0.42,0.79,3.41,2.01,-0.15,1.0662551289442879
677,0.58,0.42,0.79,2.65,2.1,-0.82,1.0662551289442879
678,0.58,0.42,0.79,1.68,2.41,-1.49,1.0662551289442879
679,0.57,0.42,0.8,1.55,2.56,-2.13,1.0683164325236227
680,0.57,0.42,0.79,1.68,2.41,-2.44,1.060848716830067
681,0.56,0.42,0.79,0.95,2.2,-2.8,1.0555093557141026
682,0.56,0.42,0.79,0.88,1.92,-3.14,1.0555093557141026
683,0.56,0.42,0.79,0.64,1.77,-3.63,1.0555093557141026
684,0.56,0.42,0.8,0.46,2.07,-3.23,1.063014581273465
685,0.56,0.42,0.81,0.7,1.8,-3.2,1.0705606008068858
686,0.56,0.42,0.8,0.82,1.43,-2.68,1.063014581273465
687,0.56,0.41,0.81,1.52,1.13,-2.56,1.0666770832824712
688,0.56,0.42,0.81,1.95,0.73,-2.62,1.0705606008068858
689,0.56,0.42,0.81,2.16,0.43,-2.71,1.0705606008068858
690,0.56,0.42,0.8,2.71,0.21,-2.38,1.063014581273465
691,0.56,0.42,0.8,3.6,-0.03,-2.29,1.063014581273465
692,0.55,0.42,0.81,3.87,-0.46,-1.83,1.065363787633126
693,0.55,0.43,0.8,3.57,-0.3,-1.16,1.0617909398747007
694,0.55,0.42,0.8,3.81,-0.34,-1.34,1.0577806956075537
695,0.55,0.42,0.8,4.05,-0.03,-1.37,1.0577806956075537
696,0.55,0.42,0.79,4.48,0.09,-0.98,1.05023806824929
697,0.55,0.43,0.8,4.42,-0.12,-0.79,1.0617909398747007
698,0.55,0.42,0.79,4.66,-0.06,-0.82,1.05023806824929
699,0.55,0.43,0.79,4.51,-0.09,-1.1,1.0542770034483349
700,0.56,0.42,0.79,4.39,-0.03,-1.07,1.0555093557141026
701,0.56,0.43,0.78,4.33,0.21,-1.43,1.0520931517693668
702,0.56,0.43,0.79,3.96,0.46,-1.71,1.0595281968876527
703,0.56,0.42,0.78,3.29,1.4,-1.71,1.0480458005259121
704,0.57,0.43,0.78,3.2,1.59,-2.01,1.0574497624000867
705,0.57,0.42,0.78,3.02,2.13,-2.26,1.0534229919647664
706,0.56,0.43,0.78,2.47,2.35,-2.77,1.0520931517693668
707,0.56,0.43,0.78,2.07,2.5,-2.59,1.0520931517693668
708,0.56,0.43,0.78,1.77,2.77,-2.84,1.0520931517693668
709,0.56,0.43,0.79,1.52,2.71,-2.84,1.0595281968876527
710,0.55,0.43,0.79,1.28,2.41,-2.93,1.0542770034483349
711,0.55,0.42,0.8,1.07,2.1,-3.08,1.0577806956075537
712,0.55,0.42,0.8,0.64,2.2,-2.93,1.0577806956075537
713,0.53,0.42,0.8,0.67,2.01,-3.05,1.0475208828467335
714,0.55,0.42,0.81,0.95,2.07,-3.05,1.065363787633126
715,0.55,0.42,0.8,0.91,1.8,-3.23,1.0577806956075537
716,0.55,0.42,0.81,1.16,1.98,-3.02,1.065363787633126
717,0.55,0.42,0.81,1.77,1.34,-3.23,1.065363787633126
718,0.55,0.41,0.81,2.04,1.28,-2.65,1.061461256947233
719,0.54,0.42,0.81,2.77,0.76,-2.96,1.0602358228243376
720,0.55,0.42,0.81,3.05,0.55,-3.08,1.065363787633126
721,0.55,0.42,0.81,3.51,0.3,-3.05,1.065363787633126
722,0.55,0.42,0.81,3.26,0.3,-2.8,1.065363787633126
723,0.55,0.42,0.8,3.54,0.12,-2.87,1.0577806956075537
724,0.55,0.42,0.8,3.84,0.34,-2.77,1.0577806956075537
725,0.56,0.42,0.8,4.33,0.73,-2.35,1.063014581273465
726,0.56,0.42,0.8,4.63,0.82,-2.65,1.063014581273465
727,0.56,0.42,0.8,5.3,1.04,-2.74,1.063014581273465
728,0.56,0.42,0.8,6.07,1.31,-2.71,1.063014581273465
729,0.56,0.43,0.8,5.95,1.16,-2.53,1.0670051546267245
730,0.55,0.43,0.8,5.73,1.34,-2.38,1.0617909398747007
731,0.56,0.43,0.79,5.27,2.23,-2.38,1.0595281968876527
732,0.56,0.44,0.79,4.94,2.16,-2.32,1.0636258740741502
733,0.56,0.44,0.79,4.27,2.56,-2.07,1.0636258740741502
734,0.56,0.44,0.78,3.75,2.59,-2.04,1.0562196741208716
735,0.55,0.44,0.79,3.45,3.02,-2.35,1.0583950113261116
736,0.56,0.44,0.79,2.47,3.2,-2.62,1.0636258740741502
737,0.55,0.44,0.8,2.29,3.51,-2.65,1.0658799181896619
738,0.56,0.44,0.8,1.65,3.57,-2.77,1.071074227119671
739,0.54,0.44,0.8,1.1,3.41,-2.59,1.0607544484940896
740,0.54,0.44,0.81,0.21,2.8,-2.41,1.0683164325236227
741,0.54,0.43,0.81,0.27,2.38,-2.41,1.0642368157510809
742,0.54,0.42,0.83,0.61,2.23,-2.53,1.075592859775482
743,0.54,0.41,0.82,1.31,1.46,-2.29,1.0640018796975876
744,0.54,0.42,0.82,1.89,1.4,-1.71,1.0678951259369995
745,0.54,0.41,0.82,2.41,0.95,-1.74,1.0640018796975876
746,0.54,0.41,0.82,2.9,1.1,-1.8,1.0640018796975876
747,0.54,0.41,0.81,3.72,0.79,-1.19,1.0563143471523995
748,0.54,0.41,0.82,4.51,0.37,-1.04,1.0640018796975876
749,0.55,0.41,0.81,4.63,0.24,-0.82,1.061461256947233
750,0.55,0.41,0.81,5.24,0.06,-0.82,1.061461256947233
751,0.55,0.41,0.8,5.37,0.21,-0.91,1.0538500842150178
752,0.55,0.42,0.81,5.58,0.06,-0.95,1.065363787633126
753,0.55,0.42,0.81,5.21,-0.09,-0.61,1.065363787633126
754,0.55,0.43,0.8,5.49,-0.12,-1.07,1.0617909398747007
755,0.55,0.43,0.8,5.06,0.03,-0.98,1.0617909398747007
756,0.55,0.43,0.8,4.57,0.03,-1.4,1.0617909398747007
757,0.55,0.43,0.8,4.15,0.09,-1.77,1.0617909398747007
758,0.55,0.44,0.8,3.72,-0.21,-1.49,1.0658799181896619
759,0.55,0.44,0.79,3.41,0.4,-1.98,1.0583950113261116
760,0.56,0.44,0.8,3.38,0.55,-2.01,1.071074227119671
761,0.55,0.44,0.8,3.38,0.82,-2.38,1.0658799181896619
762,0.55,0.44,0.79,2.93,1.13,-2.1,1.0583950113261116
763,0.55,0.45,0.79,2.53,1.71,-2.16,1.062591172558854
764,0.55,0.45,0.79,2.5,2.29,-1.8,1.062591172558854
765,0.54,0.45,0.79,2.26,2.29,-1.37,1.057449762400087
766,0.54,0.45,0.8,2.71,2.41,-0.4,1.0649413129370089
